entity	int
Q1145091	3444
Q31213301	3445
Q1514991	3446
Q37093	3447
Q32541292	3448
Q4708490	3449
Q43432	3450
Q15303732	3451
Q320514	3452
Q28481192	3453
Q1395269	3454
Q63405892	3455
Q169138	3456
Q165529	3457
Q18638186	3458
Q420129	3459
Q335762	3460
Q16635	3461
Q10742	3462
Q285223	3463
Q51	3464
Q110412	3465
Q937114	3466
Q365	3467
Q28935925	3468
Q169661	3469
Q3260156	3470
Q809892	3471
Q45304944	3472
Q2437271	3473
Q781165	3474
Q392599	3475
Q125121	3476
Q18822	3477
Q17092717	3478
Q7402053	3479
Q12603	3480
Q30063347	3481
Q52331644	3482
Q1930	3483
Q7948262	3484
Q270222	3485
Q5382496	3486
Q709	3487
Q175621	3488
Q24460	3489
Q174710	3490
Q585965	3491
Q3259709	3492
Q10343583	3493
Q16567	3494
Q296403	3495
Q231270	3496
Q235511	3497
Q675576	3498
Q553512	3499
Q26987418	3500
Q1415275	3501
Q6166619	3502
Q38903	3503
Q42178	3504
Q1758625	3505
Q724358	3506
Q221048	3507
Q194121	3508
Q24060796	3509
Q529294	3510
Q7314656	3511
Q722750	3512
Q430464	3513
Q265810	3514
Q487677	3515
Q189325	3516
Q742059	3517
Q47950	3518
Q18380286	3519
Q94494	3520
Q18543	3521
Q46896	3522
Q1070117	3523
Q2295983	3524
Q989487	3525
Q16226085	3526
Q291240	3527
Q53769297	3528
Q1050999	3529
Q135325	3530
Q966943	3531
Q498348	3532
Q175074	3533
Q7103181	3534
Q12251224	3535
Q6892571	3536
Q163480	3537
Q20979199	3538
Q30278325	3539
Q256679	3540
Q30114662	3541
Q230015	3542
Q41076	3543
Q785270	3544
Q7113367	3545
Q502435	3546
Q210047	3547
Q6647878	3548
Q6407802	3549
Q49112	3550
Q28154516	3551
Q163042	3552
Q6221385	3553
Q47131	3554
Q869095	3555
Q7227447	3556
Q744038	3557
Q487119	3558
Q816843	3559
Q5465279	3560
Q320275	3561
Q453893	3562
Q27074	3563
Q5448959	3564
Q43100	3565
Q6784247	3566
Q1198531	3567
Q41120059	3568
Q239576	3569
Q21622122	3570
Q42224127	3571
Q7987225	3572
Q25021298	3573
Q50612	3574
Q379060	3575
Q1182116	3576
Q3503715	3577
Q1883234	3578
Q865	3579
Q2896654	3580
Q7566641	3581
Q1046188	3582
Q650816	3583
Q503415	3584
Q977206	3585
Q20744795	3586
Q10731	3587
Q1151105	3588
Q229166	3589
Q5894977	3590
Q13156052	3591
Q317521	3592
Q40053	3593
Q959786	3594
Q2928428	3595
Q15081068	3596
Q194116	3597
Q2104689	3598
Q11224	3599
Q2964784	3600
Q3057682	3601
Q2579553	3602
Q635117	3603
Q56860229	3604
Q432	3605
Q482421	3606
Q195439	3607
Q6693344	3608
Q51337300	3609
Q1312959	3610
Q2112717	3611
Q60671620	3612
Q753529	3613
Q4931516	3614
Q7426168	3615
Q536580	3616
Q159583	3617
Q26838081	3618
Q1061299	3619
Q866831	3620
Q511713	3621
Q162629	3622
Q17049499	3623
Q213717	3624
Q14637559	3625
Q893331	3626
Q29010608	3627
Q94914	3628
Q3261359	3629
Q5514055	3630
Q230654	3631
Q1190574	3632
Q7860000	3633
Q7308203	3634
Q7613386	3635
Q493115	3636
Q7608548	3637
Q1140235	3638
Q49088	3639
Q133274	3640
Q532344	3641
Q94873	3642
Q15679789	3643
Q1502333	3644
Q15396270	3645
Q749927	3646
Q23302811	3647
Q516515	3648
Q49258	3649
Q23058524	3650
Q4897608	3651
Q348603	3652
Q1315167	3653
Q3351350	3654
Q293260	3655
Q229671	3656
Q1417461	3657
Q3294507	3658
Q26887	3659
Q1142452	3660
Q1636958	3661
Q18010946	3662
Q3645212	3663
Q13500192	3664
Q4795114	3665
Q25271	3666
Q2481543	3667
Q27012668	3668
Q8354836	3669
Q29033668	3670
Q135744	3671
Q656554	3672
Q1044042	3673
Q23406	3674
Q172155	3675
Q172732	3676
Q108131	3677
Q2824618	3678
Q851756	3679
Q161819	3680
Q4804922	3681
Q16213987	3682
Q3979393	3683
Q6327252	3684
Q49149	3685
Q49148	3686
Q805	3687
Q287988	3688
Q2453529	3689
Q18808	3690
Q18704247	3691
Q16212621	3692
Q18347698	3693
Q4780862	3694
Q6166666	3695
Q5840	3696
Q241365	3697
Q3077014	3698
Q1463050	3699
Q55720	3700
Q208413	3701
Q7442079	3702
Q6440772	3703
Q232104	3704
Q34460	3705
Q18510195	3706
Q933916	3707
Q725793	3708
Q38457736	3709
Q14947422	3710
Q514427	3711
Q9617	3712
Q19467	3713
Q7817776	3714
Q334800	3715
Q9219	3716
Q337370	3717
Q3895	3718
Q57665	3719
Q306	3720
Q4169287	3721
Q458121	3722
Q1701206	3723
Q41550	3724
Q191	3725
Q7950052	3726
Q6849362	3727
Q151107	3728
Q55138272	3729
Q281558	3730
Q36094089	3731
Q7738248	3732
Q94764	3733
Q503487	3734
Q220	3735
Q6657015	3736
Q464529	3737
Q902	3738
Q1354	3739
Q29605523	3740
Q1646069	3741
Q229054	3742
Q342665	3743
Q2714261	3744
Q238240	3745
Q2068307	3746
Q188413	3747
Q319	3748
Q7889977	3749
Q200527	3750
Q6211426	3751
Q4918	3752
Q7846054	3753
Q155026	3754
Q431095	3755
Q208117	3756
Q7330923	3757
Q44696	3758
Q7567568	3759
Q138141	3760
Q1636067	3761
Q21032720	3762
Q695565	3763
Q7623127	3764
Q16241334	3765
Q3521457	3766
Q40321	3767
Q485240	3768
Q6756362	3769
Q3596097	3770
Q4992429	3771
Q56184515	3772
Q3433273	3773
Q4709504	3774
Q773432	3775
Q16146870	3776
Q613729	3777
Q2000514	3778
Q338067	3779
Q5956645	3780
Q1323689	3781
Q13261	3782
Q16234450	3783
Q1064440	3784
Q5362573	3785
Q6685628	3786
Q285218	3787
Q16976242	3788
Q1817856	3789
Q3186148	3790
Q5501118	3791
Q19879161	3792
Q1109034	3793
Q7163267	3794
Q3491561	3795
Q7117292	3796
Q79580	3797
Q1226555	3798
Q13562646	3799
Q933990	3800
Q595460	3801
Q5569650	3802
Q193643	3803
Q18208094	3804
Q303046	3805
Q79784	3806
Q83257	3807
Q5313650	3808
Q2435968	3809
Q773325	3810
Q9648	3811
Q12560	3812
Q131007	3813
Q26070	3814
Q1369093	3815
Q1664111	3816
Q4963033	3817
Q82494	3818
Q14935851	3819
Q56486914	3820
Q1760078	3821
Q842909	3822
Q2700609	3823
Q5489177	3824
Q52714896	3825
Q8536775	3826
Q7441250	3827
Q973729	3828
Q1312431	3829
Q6196844	3830
Q595564	3831
Q2463285	3832
Q43918214	3833
Q426719	3834
Q573565	3835
Q1323789	3836
Q18619686	3837
Q186080	3838
Q306216	3839
Q8684	3840
Q154269	3841
Q190795	3842
Q7318	3843
Q7999541	3844
Q1519093	3845
Q358345	3846
Q6145429	3847
Q86768	3848
Q142811	3849
Q189746	3850
Q851717	3851
Q3130024	3852
Q810998	3853
Q1308139	3854
Q5467227	3855
Q7199371	3856
Q5044796	3857
Q19873821	3858
Q5414	3859
Q967762	3860
Q43723	3861
Q208487	3862
Q459096	3863
Q37100	3864
Q312556	3865
Q5544750	3866
Q7250831	3867
Q655407	3868
Q47875	3869
Q4915	3870
Q2287947	3871
Q499451	3872
Q16930465	3873
Q5308142	3874
Q200410	3875
Q354761	3876
Q5503196	3877
Q9325	3878
Q1726	3879
Q284392	3880
Q19667192	3881
Q14786282	3882
Q5449034	3883
Q6788622	3884
Q967452	3885
Q6334811	3886
Q966906	3887
Q838172	3888
Q207507	3889
Q586449	3890
Q1404058	3891
Q7056085	3892
Q28606502	3893
Q27656	3894
Q49174	3895
Q18637906	3896
Q3877574	3897
Q2936360	3898
Q495	3899
Q7809	3900
Q9259	3901
Q68689	3902
Q1143382	3903
Q2505258	3904
Q5183860	3905
Q3299058	3906
Q225471	3907
Q232	3908
Q43024	3909
Q6182640	3910
Q7889769	3911
Q7072630	3912
Q26923572	3913
Q2505231	3914
Q4954288	3915
Q311904	3916
Q724186	3917
Q6387129	3918
Q652879	3919
Q935734	3920
Q116319	3921
Q761768	3922
Q10862290	3923
Q16204368	3924
Q8565217	3925
Q5300814	3926
Q27443318	3927
Q17111973	3928
Q1057263	3929
Q512013	3930
Q607754	3931
Q169948	3932
Q1151386	3933
Q1999049	3934
Q708241	3935
Q173782	3936
Q945750	3937
Q1009	3938
Q64027141	3939
Q154383	3940
Q826751	3941
Q23240	3942
Q1788657	3943
Q31	3944
Q739627	3945
Q1428659	3946
Q2211837	3947
Q952676	3948
Q3011059	3949
Q944993	3950
Q2058802	3951
Q946124	3952
Q488874	3953
Q3296292	3954
Q2448258	3955
Q7358961	3956
Q638272	3957
Q816220	3958
Q15164	3959
Q204839	3960
Q4866786	3961
Q16981107	3962
Q29247	3963
Q1461	3964
Q724884	3965
Q49212	3966
Q79031	3967
Q707139	3968
Q600669	3969
Q5434759	3970
Q494192	3971
Q24435343	3972
Q373548	3973
Q42410	3974
Q360	3975
Q6868402	3976
Q11765	3977
Q94235	3978
Q839127	3979
Q974998	3980
Q119515	3981
Q1047293	3982
Q48423	3983
Q11698	3984
Q33788	3985
Q59215	3986
Q18207047	3987
Q785605	3988
Q239477	3989
Q7084883	3990
Q984155	3991
Q5220622	3992
Q124095	3993
Q56434717	3994
Q956479	3995
Q2892868	3996
Q153265	3997
Q47036088	3998
Q3369341	3999
Q19968814	4000
Q444253	4001
Q470156	4002
Q902397	4003
Q570473	4004
Q1142327	4005
Q830633	4006
Q2836049	4007
Q7613869	4008
Q314502	4009
Q60829791	4010
Q1497	4011
Q138578	4012
Q1753080	4013
Q192314	4014
Q683705	4015
Q60740771	4016
Q40589	4017
Q6392227	4018
Q1794	4019
Q55146	4020
Q11975	4021
Q1191043	4022
Q6397813	4023
Q2796	4024
Q5086	4025
Q27063773	4026
Q666856	4027
Q860442	4028
Q16235967	4029
Q18345746	4030
Q824351	4031
Q4961919	4032
Q478214	4033
Q1067529	4034
Q3186712	4035
Q42761	4036
Q69793	4037
Q936919	4038
Q837097	4039
Q46169	4040
Q51684	4041
Q51686	4042
Q642291	4043
Q4910045	4044
Q353511	4045
Q616591	4046
Q3550750	4047
Q355388	4048
Q11761	4049
Q2526532	4050
Q495738	4051
Q7176052	4052
Q2031199	4053
Q8027362	4054
Q3304424	4055
Q7928606	4056
Q136469	4057
Q196561	4058
Q21086634	4059
Q852211	4060
Q7060339	4061
Q3730937	4062
Q5526273	4063
Q181982	4064
Q27890332	4065
Q6342141	4066
Q5289230	4067
Q5211451	4068
Q1519	4069
Q7016928	4070
Q490914	4071
Q750790	4072
Q18432	4073
Q17088695	4074
Q744530	4075
Q2404977	4076
Q157661	4077
Q918347	4078
Q15500017	4079
Q2101438	4080
Q250949	4081
Q208445	4082
Q732029	4083
Q531300	4084
Q2028144	4085
Q123766	4086
Q128334	4087
Q251267	4088
Q568532	4089
Q550629	4090
Q463198	4091
Q169950	4092
Q3109740	4093
Q715618	4094
Q185339	4095
Q490595	4096
Q1167934	4097
Q19868309	4098
Q1159065	4099
Q432931	4100
Q5569077	4101
Q931300	4102
Q44068	4103
Q2887576	4104
Q2436475	4105
Q57400028	4106
Q7857806	4107
Q1393	4108
Q6483473	4109
Q520357	4110
Q42332	4111
Q1317143	4112
Q16914096	4113
Q1187243	4114
Q505549	4115
Q494720	4116
Q648037	4117
Q7413436	4118
Q624327	4119
Q2494928	4120
Q4773428	4121
Q3474653	4122
Q966556	4123
Q1714356	4124
Q2092522	4125
Q1628963	4126
Q17507684	4127
Q349955	4128
Q94639	4129
Q928714	4130
Q818897	4131
Q2823936	4132
Q1185516	4133
Q2777013	4134
Q106175	4135
Q325374	4136
Q889130	4137
Q258053	4138
Q20372160	4139
Q231106	4140
Q941662	4141
Q65039	4142
Q2627006	4143
Q671294	4144
Q7953804	4145
Q724759	4146
Q174908	4147
Q116947	4148
Q459477	4149
Q5085831	4150
Q29165842	4151
Q14709662	4152
Q489420	4153
Q1727644	4154
Q27048977	4155
Q488668	4156
Q646740	4157
Q2056505	4158
Q3023782	4159
Q15222821	4160
Q193326	4161
Q4744081	4162
Q9630	4163
Q926312	4164
Q34600	4165
Q844123	4166
Q108058	4167
Q2430009	4168
Q18637970	4169
Q933516	4170
Q18389154	4171
Q1077594	4172
Q16950836	4173
Q36	4174
Q7852348	4175
Q35	4176
Q13647764	4177
Q1137062	4178
Q958728	4179
Q56194	4180
Q786878	4181
Q1634115	4182
Q16949079	4183
Q5386361	4184
Q838284	4185
Q232264	4186
Q1777174	4187
Q4572296	4188
Q629194	4189
Q17385826	4190
Q3295000	4191
Q126599	4192
Q130853	4193
Q50506085	4194
Q731168	4195
Q52590967	4196
Q3807426	4197
Q243185	4198
Q285450	4199
Q4621892	4200
Q16203668	4201
Q47703	4202
Q26132256	4203
Q641212	4204
Q484294	4205
Q2947411	4206
Q6988109	4207
Q309331	4208
Q985253	4209
Q2092814	4210
Q3273288	4211
Q128114	4212
Q463557	4213
Q936505	4214
Q28993	4215
Q5571889	4216
Q7630287	4217
Q1592284	4218
Q23542695	4219
Q170484	4220
Q7988113	4221
Q48977107	4222
Q634857	4223
Q997395	4224
Q196014	4225
Q850972	4226
Q289678	4227
Q32076468	4228
Q459016	4229
Q17281073	4230
Q2072840	4231
Q6397255	4232
Q374114	4233
Q390127	4234
Q7580605	4235
Q191783	4236
Q170574	4237
Q752365	4238
Q7508321	4239
Q10693	4240
Q18094	4241
Q452340	4242
Q7643239	4243
Q159846	4244
Q744448	4245
Q3616	4246
Q496	4247
Q466977	4248
Q184243	4249
Q7257402	4250
Q3914496	4251
Q43199	4252
Q3566523	4253
Q156459	4254
Q8445	4255
Q1307345	4256
Q27243341	4257
Q17403072	4258
Q3522402	4259
Q6447103	4260
Q208361	4261
Q5229026	4262
Q499401	4263
Q6141616	4264
Q4547	4265
Q1789541	4266
Q435267	4267
Q3112728	4268
Q25330	4269
Q16011703	4270
Q261103	4271
Q15920046	4272
Q170558	4273
Q1986600	4274
Q632327	4275
Q206357	4276
Q969927	4277
Q139368	4278
Q1130172	4279
Q160409	4280
Q518626	4281
Q1011895	4282
Q49276	4283
Q40357	4284
Q261003	4285
Q2346859	4286
Q439722	4287
Q427881	4288
Q519504	4289
Q568743	4290
Q330015	4291
Q40504	4292
Q6333352	4293
Q362422	4294
Q2151669	4295
Q4915261	4296
Q595439	4297
Q6414956	4298
Q7417647	4299
Q982230	4300
Q94965	4301
Q38858352	4302
Q380172	4303
Q985556	4304
Q506878	4305
Q104444	4306
Q645195	4307
Q959502	4308
Q127238	4309
Q2028099	4310
Q440171	4311
Q909498	4312
Q6499202	4313
Q7829917	4314
Q27050195	4315
Q30108735	4316
Q14207799	4317
Q739882	4318
Q7949870	4319
Q2113902	4320
Q6879721	4321
Q27048896	4322
Q41675	4323
Q889872	4324
Q185000	4325
Q2036838	4326
Q1335573	4327
Q1514	4328
Q4661865	4329
Q51690	4330
Q5589725	4331
Q1007032	4332
Q408095	4333
Q16189531	4334
Q6867753	4335
Q5265930	4336
Q18977946	4337
Q997170	4338
Q6736485	4339
Q109681	4340
Q7073651	4341
Q2302271	4342
Q2488299	4343
Q362264	4344
Q2462124	4345
Q967265	4346
Q21622046	4347
Q20031362	4348
Q2381771	4349
Q1414593	4350
Q4947835	4351
Q4852987	4352
Q38453	4353
Q309350	4354
Q4860767	4355
Q150820	4356
Q3898158	4357
Q241081	4358
Q1987792	4359
Q6743976	4360
Q75809	4361
Q12441	4362
Q11708	4363
Q1645069	4364
Q131524	4365
Q582121	4366
Q49219	4367
Q3366683	4368
Q17466583	4369
Q349055	4370
Q16225832	4371
Q1409714	4372
Q58735	4373
Q3930216	4374
Q2703792	4375
Q679322	4376
Q4705973	4377
Q3131159	4378
Q4176357	4379
Q5386	4380
Q2846724	4381
Q9626	4382
Q5206232	4383
Q3337571	4384
Q7348085	4385
Q3063794	4386
Q55080316	4387
Q219508	4388
Q3772	4389
Q47300912	4390
Q61504	4391
Q978649	4392
Q191715	4393
Q40234791	4394
Q1593292	4395
Q273080	4396
Q272931	4397
Q1072017	4398
Q3292555	4399
Q253836	4400
Q23302933	4401
Q6172162	4402
Q7413430	4403
Q273371	4404
Q795470	4405
Q118483	4406
Q4967508	4407
Q4175034	4408
Q20977110	4409
Q59422166	4410
Q25304898	4411
Q2103926	4412
Q849180	4413
Q539917	4414
Q7244003	4415
Q744089	4416
Q7414475	4417
Q1375057	4418
Q1133513	4419
Q25322	4420
Q860582	4421
Q7574310	4422
Q27306341	4423
Q2070623	4424
Q414	4425
Q983979	4426
Q55171	4427
Q55609803	4428
Q15133865	4429
Q409449	4430
Q2233290	4431
Q151892	4432
Q333719	4433
Q152029	4434
Q171985	4435
Q372648	4436
Q19361511	4437
Q212862	4438
Q1750919	4439
Q5142420	4440
Q189125	4441
Q215447	4442
Q4961196	4443
Q23635	4444
Q54684	4445
Q5326796	4446
Q2020	4447
Q955322	4448
Q2245635	4449
Q821297	4450
Q1021714	4451
Q186012	4452
Q12418	4453
Q19675	4454
Q8004870	4455
Q29096457	4456
Q7972154	4457
Q22007345	4458
Q2906353	4459
Q25144	4460
Q15242890	4461
Q203966	4462
Q43788	4463
Q22360	4464
Q16206952	4465
Q245990	4466
Q28972128	4467
Q341915	4468
Q488701	4469
Q248284	4470
Q632511	4471
Q577698	4472
Q5063092	4473
Q327238	4474
Q7306133	4475
Q954095	4476
Q455759	4477
Q7638122	4478
Q3315550	4479
Q351802	4480
Q42240	4481
Q309135	4482
Q6803767	4483
Q94752	4484
Q531958	4485
Q19872320	4486
Q6023060	4487
Q592253	4488
Q58008659	4489
Q3773058	4490
Q774486	4491
Q488210	4492
Q487907	4493
Q6779013	4494
Q39087006	4495
Q48816340	4496
Q431368	4497
Q445344	4498
Q4679729	4499
Q2706900	4500
Q754452	4501
Q4768129	4502
Q2487871	4503
Q49242	4504
Q2393494	4505
Q179191	4506
Q174817	4507
Q506670	4508
Q14950994	4509
Q128244	4510
Q194419	4511
Q373225	4512
Q13677	4513
Q1353	4514
Q987	4515
Q994465	4516
Q2982541	4517
Q462804	4518
Q952037	4519
Q3016402	4520
Q16836317	4521
Q6334184	4522
Q955542	4523
Q156361	4524
Q1045842	4525
Q52468	4526
Q2505727	4527
Q2431463	4528
Q6549316	4529
Q1024426	4530
Q111098	4531
Q1190597	4532
Q52028	4533
Q21017103	4534
Q4887262	4535
Q970720	4536
Q1135767	4537
Q376642	4538
Q104641	4539
Q912770	4540
Q356300	4541
Q5231565	4542
Q358443	4543
Q4818607	4544
Q1494573	4545
Q27564	4546
Q5570448	4547
Q176455	4548
Q660567	4549
Q29578485	4550
Q18157401	4551
Q16221742	4552
Q3510521	4553
Q2705072	4554
Q365144	4555
Q38686	4556
Q6791235	4557
Q7008547	4558
Q2818926	4559
Q1139801	4560
Q50104	4561
Q3163297	4562
Q7875944	4563
Q1137030	4564
Q778011	4565
Q1113804	4566
Q3813341	4567
Q2003736	4568
Q49136	4569
Q15957025	4570
Q864693	4571
Q1266597	4572
Q6781521	4573
Q16924332	4574
Q7768	4575
Q57336	4576
Q890794	4577
Q136816	4578
Q452154	4579
Q14659	4580
Q16227284	4581
Q21480300	4582
Q2095	4583
Q1132790	4584
Q457477	4585
Q39073776	4586
Q104994	4587
Q2831	4588
Q131814	4589
Q15869	4590
Q80733	4591
Q5512026	4592
Q5324240	4593
Q5607720	4594
Q133857	4595
Q195664	4596
Q172678	4597
Q57325	4598
Q16832136	4599
Q37676217	4600
Q1778122	4601
Q985183	4602
Q1660010	4603
Q193517	4604
Q1837617	4605
Q318389	4606
Q501602	4607
Q52714643	4608
Q132616	4609
Q4796715	4610
Q128799	4611
Q3065317	4612
Q19673326	4613
Q208048	4614
Q15628224	4615
Q1983085	4616
Q2432972	4617
Q674359	4618
Q1476046	4619
Q2294975	4620
Q860447	4621
Q2121062	4622
Q1027996	4623
Q34703749	4624
Q95653	4625
Q40949	4626
Q983621	4627
Q1526463	4628
Q312746	4629
Q2680185	4630
Q7985846	4631
Q6861797	4632
Q170572	4633
Q4757026	4634
Q29149	4635
Q1867	4636
Q224159	4637
Q290267	4638
Q2356153	4639
Q51683022	4640
Q888069	4641
Q7812406	4642
Q502257	4643
Q6210362	4644
Q6671231	4645
Q3471805	4646
Q1419248	4647
Q174310	4648
Q573258	4649
Q5654758	4650
Q1641851	4651
Q3084210	4652
Q9687	4653
Q14708070	4654
Q5486310	4655
Q1397359	4656
Q484678	4657
Q2418224	4658
Q1517511	4659
Q275964	4660
Q55	4661
Q1100756	4662
Q6544459	4663
Q354043	4664
Q291149	4665
Q5916689	4666
Q3568286	4667
Q1059443	4668
Q29453265	4669
Q18206822	4670
Q49776	4671
Q752138	4672
Q1503019	4673
Q5506314	4674
Q940199	4675
Q52247498	4676
Q42982	4677
Q94868	4678
Q30253337	4679
Q4569202	4680
Q732858	4681
Q2418056	4682
Q1187041	4683
Q160392	4684
Q2846726	4685
Q228692	4686
Q460652	4687
Q1197928	4688
Q502294	4689
Q14686227	4690
Q954975	4691
Q6918171	4692
Q189138	4693
Q5535576	4694
Q156291	4695
Q156346	4696
Q6382866	4697
Q3017201	4698
Q1974	4699
Q2155307	4700
Q533140	4701
Q634320	4702
Q187832	4703
Q83733	4704
Q29093405	4705
Q531069	4706
Q2169710	4707
Q203535	4708
Q3143067	4709
Q1819021	4710
Q2306431	4711
Q505431	4712
Q1029	4713
Q44628716	4714
Q500481	4715
Q203384	4716
Q241987	4717
Q58819597	4718
Q38095	4719
Q29261	4720
Q7240	4721
Q7427595	4722
Q993553	4723
Q725212	4724
Q192682	4725
Q163507	4726
Q491099	4727
Q1184891	4728
Q14692676	4729
Q42417413	4730
Q29618209	4731
Q389604	4732
Q494471	4733
Q21596811	4734
Q828827	4735
Q202859	4736
Q60746190	4737
Q16197594	4738
Q14539	4739
Q4896630	4740
Q216507	4741
Q31711	4742
Q1109433	4743
Q363817	4744
Q803903	4745
Q14680717	4746
Q946319	4747
Q30122656	4748
Q642859	4749
Q2495355	4750
Q500606	4751
Q34800	4752
Q46118	4753
Q667749	4754
Q830940	4755
Q816809	4756
Q59939083	4757
Q3278334	4758
Q13227919	4759
Q7624071	4760
Q6759203	4761
Q2370501	4762
Q34575	4763
Q160544	4764
Q34374	4765
Q457786	4766
Q928	4767
Q18125330	4768
Q7804	4769
Q134233	4770
Q634669	4771
Q5983823	4772
Q1432360	4773
Q7858274	4774
Q5562913	4775
Q1861637	4776
Q7236800	4777
Q7562703	4778
Q7825	4779
Q925668	4780
Q609896	4781
Q2303687	4782
Q55081822	4783
Q175535	4784
Q633430	4785
Q203013	4786
Q3414516	4787
Q55614905	4788
Q317209	4789
Q6719876	4790
Q829020	4791
Q6861740	4792
Q6364598	4793
Q329646	4794
Q5428665	4795
Q4614	4796
Q161562	4797
Q41506	4798
Q641746	4799
Q210462	4800
Q207599	4801
Q79861	4802
Q2443004	4803
Q3579	4804
Q907052	4805
Q312705	4806
Q232246	4807
Q211624	4808
Q1647484	4809
Q1646461	4810
Q7343	4811
Q5328004	4812
Q9673	4813
Q61813121	4814
Q872664	4815
Q6446228	4816
Q465751	4817
Q14477864	4818
Q1440964	4819
Q352233	4820
Q309835	4821
Q318165	4822
Q486215	4823
Q228036	4824
Q235321	4825
Q6834456	4826
Q165950	4827
Q129041	4828
Q959906	4829
Q8717	4830
Q766952	4831
Q204561	4832
Q741507	4833
Q5261870	4834
Q6550964	4835
Q94846	4836
Q39531	4837
Q465473	4838
Q55638110	4839
Q761601	4840
Q22097445	4841
Q7103162	4842
Q6162843	4843
Q14950519	4844
Q475678	4845
Q5606082	4846
Q3267090	4847
Q671475	4848
Q1406643	4849
Q134183	4850
Q1019	4851
Q748747	4852
Q16234732	4853
Q7929512	4854
Q61959905	4855
Q29045112	4856
Q369532	4857
Q16228709	4858
Q21620668	4859
Q984358	4860
Q862658	4861
Q2642334	4862
Q187052	4863
Q998858	4864
Q348144	4865
Q2581425	4866
Q446735	4867
Q3854772	4868
Q515	4869
Q176	4870
Q6494097	4871
Q1074704	4872
Q15411249	4873
Q4521676	4874
Q503706	4875
Q584340	4876
Q15067038	4877
Q754769	4878
Q350929	4879
Q94961	4880
Q16221257	4881
Q168756	4882
Q55602672	4883
Q3520924	4884
Q243007	4885
Q130514	4886
Q231536	4887
Q2447792	4888
Q668687	4889
Q1667619	4890
Q30531	4891
Q30123202	4892
Q6830527	4893
Q60036	4894
Q38430	4895
Q187805	4896
Q1816652	4897
Q58132	4898
Q941268	4899
Q43324496	4900
Q756345	4901
Q481795	4902
Q28683830	4903
Q138391	4904
Q698	4905
Q6488914	4906
Q1702204	4907
Q2832894	4908
Q2867557	4909
Q777	4910
Q3040462	4911
Q5423126	4912
Q744149	4913
Q988741	4914
Q2152219	4915
Q3810320	4916
Q3157429	4917
Q18921312	4918
Q3218098	4919
Q608246	4920
Q979262	4921
Q549578	4922
Q11812	4923
Q6364990	4924
Q996954	4925
Q1472288	4926
Q19661062	4927
Q3564661	4928
Q2352316	4929
Q434355	4930
Q7178	4931
Q856938	4932
Q213812	4933
Q3273919	4934
Q1268659	4935
Q513833	4936
Q403	4937
Q220480	4938
Q829895	4939
Q311396	4940
Q7129106	4941
Q352093	4942
Q656	4943
Q3194868	4944
Q909666	4945
Q970272	4946
Q1489338	4947
Q1100196	4948
Q1139541	4949
Q2356321	4950
Q1069369	4951
Q1013267	4952
Q3503392	4953
Q11249	4954
Q1018317	4955
Q2009	4956
Q1096654	4957
Q7275709	4958
Q6868749	4959
Q83325	4960
Q815819	4961
Q585176	4962
Q1837097	4963
Q7460562	4964
Q311542	4965
Q7947559	4966
Q273044	4967
Q954871	4968
Q1778730	4969
Q17012224	4970
Q3092348	4971
Q1289889	4972
Q6769423	4973
Q724404	4974
Q19673	4975
Q7799408	4976
Q51736534	4977
Q3336879	4978
Q70894	4979
Q3017153	4980
Q4885423	4981
Q7974303	4982
Q182973	4983
Q18125	4984
Q1089950	4985
Q7998895	4986
Q3710537	4987
Q735202	4988
Q6010	4989
Q18810087	4990
Q7707821	4991
Q7059748	4992
Q216258	4993
Q120931	4994
Q5447370	4995
Q49142	4996
Q7865510	4997
Q5413	4998
Q16081574	4999
Q934745	5000
Q106158	5001
Q29093777	5002
Q7587191	5003
Q2017539	5004
Q5428	5005
Q2225411	5006
Q339776	5007
Q7450733	5008
Q988744	5009
Q3856893	5010
Q692218	5011
Q250040	5012
Q192517	5013
Q24976	5014
Q167607	5015
Q747444	5016
Q4035313	5017
Q7268503	5018
Q63350316	5019
Q10490	5020
Q174	5021
Q30121921	5022
Q131942	5023
Q30323707	5024
Q622820	5025
Q39829	5026
Q7965627	5027
Q4350235	5028
Q431925	5029
Q49206	5030
Q1147732	5031
Q3506894	5032
Q119798	5033
Q707804	5034
Q4827381	5035
Q1033	5036
Q1426	5037
Q2839707	5038
Q79728	5039
Q7085897	5040
Q868393	5041
Q8027	5042
Q599301	5043
Q160636	5044
Q51698	5045
Q47715	5046
Q6804324	5047
Q515040	5048
Q47164	5049
Q241	5050
Q1563	5051
Q161086	5052
Q27440303	5053
Q6806605	5054
Q7075933	5055
Q102857	5056
Q5148950	5057
Q2077283	5058
Q7316086	5059
Q5449587	5060
Q953944	5061
Q1778769	5062
Q29834774	5063
Q6750990	5064
Q2763	5065
Q234644	5066
Q2708078	5067
Q16751186	5068
Q11010	5069
Q21288666	5070
Q81875	5071
Q15908942	5072
Q421913	5073
Q18205298	5074
Q4826087	5075
Q18206893	5076
Q218544	5077
Q1015874	5078
Q16236652	5079
Q5461197	5080
Q1826885	5081
Q6396444	5082
Q1034654	5083
Q8043299	5084
Q49178	5085
Q1936841	5086
Q240628	5087
Q6800087	5088
Q3630510	5089
Q309202	5090
Q2456047	5091
Q2307187	5092
Q770571	5093
Q1060537	5094
Q6336831	5095
